sample,timestamp
300,1719938389.434666
301,1719938394.202648
302,1719938398.8561933
303,1719938403.6260002
304,1719938408.331981
305,1719938413.0665362
306,1719938417.6971405
307,1719938422.3888066
308,1719938426.9131687
309,1719938431.5875742
310,1719938436.2495422
311,1719938441.0605972
312,1719938445.8212986
313,1719938450.7143106
314,1719938455.4781415
315,1719938460.1327143
316,1719938464.861442
317,1719938469.653734
318,1719938474.444872
319,1719938479.2518966
320,1719938484.1163013
321,1719938488.7880433
322,1719938493.490497
323,1719938498.241224
324,1719938502.9665422
325,1719938507.6165166
326,1719938512.3415265
327,1719938517.1160913
328,1719938521.9215696
329,1719938526.546433
330,1719938531.1243536
331,1719938535.7574987
332,1719938540.349729
333,1719938545.047439
334,1719938549.6399472
335,1719938554.479861
336,1719938559.2990859
337,1719938564.158798
338,1719938569.1601684
339,1719938573.954268
340,1719938578.7512445
341,1719938583.6115832
342,1719938588.2731647
343,1719938592.9758458
344,1719938597.7443762
345,1719938602.5199027
346,1719938607.176806
347,1719938611.9123316
348,1719938616.6238034
349,1719938621.3888896
350,1719938626.177719
351,1719938630.9874663
352,1719938635.663056
353,1719938640.5080156
354,1719938645.2525554
355,1719938649.9975698
356,1719938654.6009016
357,1719938659.381198
358,1719938664.0695856
359,1719938668.659766
360,1719938673.359625
361,1719938678.1588516
362,1719938682.9236405
363,1719938687.790494
364,1719938692.4643776
365,1719938697.3092449
366,1719938702.0470982
367,1719938706.7146347
368,1719938711.3768778
369,1719938716.176103
370,1719938720.9800599
371,1719938725.7869089
372,1719938730.4727242
373,1719938735.1414719
374,1719938739.8132534
375,1719938744.4993992
376,1719938749.215473
377,1719938753.8606684
378,1719938758.607661
379,1719938763.4981089
380,1719938768.0408902
381,1719938772.8465254
382,1719938777.6118844
383,1719938782.2681484
384,1719938787.0523176
385,1719938791.9182098
386,1719938796.6038985
387,1719938801.3958297
388,1719938806.0163329
389,1719938810.7890925
390,1719938815.5696084
391,1719938820.3093026
392,1719938825.0947092
393,1719938829.779646
394,1719938834.5853202
395,1719938839.364933
396,1719938844.1898975
397,1719938848.8514102
398,1719938853.6969116
399,1719938858.373218
400,1719938863.1209567
401,1719938867.7888906
402,1719938872.5937557
403,1719938877.1953862
404,1719938881.9463923
405,1719938886.7210593
406,1719938891.5933993
407,1719938896.509742
408,1719938901.2948244
409,1719938905.9699335
410,1719938910.676248
411,1719938915.2742062
412,1719938920.070503
413,1719938924.699507
414,1719938929.3435721
415,1719938934.0541372
416,1719938938.8250513
417,1719938943.6843288
418,1719938948.4886785
419,1719938953.2820742
420,1719938957.9393036
421,1719938962.7275038
422,1719938967.4507563
423,1719938972.2676616
424,1719938977.113845
425,1719938981.854631
426,1719938986.7394238
427,1719938991.4355147
428,1719938996.1599343
429,1719939000.8622434
430,1719939005.624723
431,1719939010.2862554
432,1719939015.088639
433,1719939019.8166027
434,1719939024.553021
435,1719939029.3418372
436,1719939034.0964508
437,1719939038.9748638
438,1719939043.7595544
439,1719939048.5681179
440,1719939053.2764206
441,1719939058.0438986
442,1719939062.9447153
443,1719939067.7055657
444,1719939072.556676
445,1719939077.2614374
446,1719939082.0021307
447,1719939086.8680246
448,1719939091.5639422
449,1719939096.3865747
450,1719939101.07849
451,1719939105.8195422
452,1719939110.6244366
453,1719939115.3974314
454,1719939120.2137854
455,1719939124.9805942
456,1719939129.7223487
457,1719939134.5793343
458,1719939139.31292
459,1719939144.003985
460,1719939148.6732802
461,1719939153.517476
462,1719939158.3281834
463,1719939163.1933212
464,1719939168.0216637
465,1719939173.1919327
466,1719939177.8545282
467,1719939182.572426
468,1719939187.34396
469,1719939192.0471573
470,1719939196.8223839
471,1719939201.591411
472,1719939206.290084
473,1719939211.0404236
474,1719939215.7995334
475,1719939220.555626
476,1719939225.4900074
477,1719939230.3134308
478,1719939235.004923
479,1719939239.6994066
480,1719939244.4535952
481,1719939249.1484263
482,1719939253.8342538
483,1719939258.6052144
484,1719939263.3576295
485,1719939268.0828345
486,1719939272.9730062
487,1719939277.51899
488,1719939282.26864
489,1719939287.0114582
490,1719939291.9069507
491,1719939296.6820512
492,1719939301.3586779
493,1719939306.067132
494,1719939310.9538689
495,1719939315.7452998
496,1719939320.4426908
497,1719939325.1022797
498,1719939330.0180976
499,1719939334.8811867
